"","stem","total","density","timepoints","species","plantedyear","plantedtype","height","diameter"
"99",0.036,0.190887390777418,108,1,"soybean","2016","monoculture",4,0.31
"100",0.051,0.339462610013659,108,1,"soybean","2016","monoculture",7,0.3125
"101",0.04,0.359386108987074,81.3333333333333,1,"soybean","2016","monoculture",11,0.2565
"102",0.05,0.366044200593983,81.3333333333333,1,"soybean","2016","monoculture",10,0.2715
"103",0.03,0.465749342767178,81.3333333333333,1,"soybean","2016","monoculture",11,0.292
"104",0.057,0.428258642086838,81.3333333333333,1,"soybean","2016","monoculture",7,0.351
"105",0.036,0.18278411179015,81.3333333333333,1,"soybean","2016","monoculture",4.5,0.286
"106",0.058,0.513430470466622,81.3333333333333,1,"soybean","2016","monoculture",8,0.3595
"107",0.056,0.48268091528525,81.3333333333333,1,"soybean","2016","monoculture",7.5,0.36
"108",0.053,0.359297220217695,81.3333333333333,1,"soybean","2016","monoculture",7,0.3215
"109",0.046,0.300353413681937,81.3333333333333,1,"soybean","2016","monoculture",6,0.3175
"110",0.04,0.255843231439853,81.3333333333333,1,"soybean","2016","monoculture",5,0.321
"111",0.03,0.598685228592138,60,1,"soybean","2016","monoculture",9,0.366
"112",0.06,0.782561207318999,60,1,"soybean","2016","monoculture",11,0.3785
"113",0.06,0.524940324637899,60,1,"soybean","2016","monoculture",11,0.31
"114",0.042,0.216809764366959,60,1,"soybean","2016","monoculture",5,0.2955
"115",0.056,0.363525271640501,60,1,"soybean","2016","monoculture",8,0.3025
"116",0.037,0.192581367394976,60,1,"soybean","2016","monoculture",5,0.2785
"117",0.055,0.506065241387114,60,1,"soybean","2016","monoculture",9,0.3365
"118",0.035,0.201117048035521,60,1,"soybean","2016","monoculture",8,0.225
"119",0.051,0.395813248093019,60,1,"soybean","2016","monoculture",7.5,0.326
"120",0.041,0.350746201546873,60,1,"soybean","2016","monoculture",5,0.37585
"121",0.08,0.568127727777008,38.2222222222222,1,"soybean","2016","monoculture",11,0.3225
"122",0.08,0.429228473185143,38.2222222222222,1,"soybean","2016","monoculture",10,0.294
"123",0.04,0.432855904683013,38.2222222222222,1,"soybean","2016","monoculture",11,0.2815
"124",0.036,0.185082432722422,38.2222222222222,1,"soybean","2016","monoculture",9,0.2035
"125",0.041,0.181005343231969,38.2222222222222,1,"soybean","2016","monoculture",5,0.27
"126",0.04,0.14679645067806,38.2222222222222,1,"soybean","2016","monoculture",7,0.2055
"127",0.049,0.242860753550182,38.2222222222222,1,"soybean","2016","monoculture",6,0.2855
"128",0.033,0.0943988799095318,38.2222222222222,1,"soybean","2016","monoculture",4,0.218
"129",0.036,0.209162226542246,38.2222222222222,1,"soybean","2016","monoculture",4,0.3245
"130",0.051,0.337293525406698,38.2222222222222,1,"soybean","2016","monoculture",7,0.3115
"131",0.07,0.54592217104002,40.4444444444444,1,"soybean","2016","monoculture",9,0.3495
"132",0.06,0.718662720914662,40.4444444444444,1,"soybean","2016","monoculture",9,0.401
"133",0.08,0.534179977019731,40.4444444444444,1,"soybean","2016","monoculture",9.5,0.3365
"134",0.028,0.104223695998719,40.4444444444444,1,"soybean","2016","monoculture",3,0.2645
"135",0.047,0.278989569034875,40.4444444444444,1,"soybean","2016","monoculture",6,0.306
"136",0.044,0.239173359376879,40.4444444444444,1,"soybean","2016","monoculture",4,0.347
"137",0.042,0.230258908295868,40.4444444444444,1,"soybean","2016","monoculture",4.5,0.321
"138",0.046,0.239173359376879,40.4444444444444,1,"soybean","2016","monoculture",4,0.347
"139",0.049,0.296529148184276,40.4444444444444,1,"soybean","2016","monoculture",5.5,0.3295
"140",0.051,0.279478829705435,40.4444444444444,1,"soybean","2016","monoculture",5,0.3355
"141",0.05,0.474144613913076,36.8888888888889,1,"soybean","2016","monoculture",10,0.309
"142",0.05,0.494302252857229,36.8888888888889,1,"soybean","2016","monoculture",10,0.3155
"143",0.05,0.442056388899008,36.8888888888889,1,"soybean","2016","monoculture",9,0.3145
"144",0.055,0.424606133031126,36.8888888888889,1,"soybean","2016","monoculture",7,0.3495
"145",0.053,0.389765770190284,36.8888888888889,1,"soybean","2016","monoculture",7.5,0.3235
"146",0.054,0.361385920078605,36.8888888888889,1,"soybean","2016","monoculture",7.5,0.3115
"147",0.046,0.348736961293593,36.8888888888889,1,"soybean","2016","monoculture",7.5,0.306
"148",0.04,0.167356199571958,36.8888888888889,1,"soybean","2016","monoculture",6,0.237
"149",0.043,0.2629024398259,36.8888888888889,1,"soybean","2016","monoculture",4.5,0.343
"150",0.034,0.187771317996127,36.8888888888889,1,"soybean","2016","monoculture",5,0.275
"151",0.03,0.324604032846264,46.6666666666667,1,"soybean","2016","monoculture",9,0.2695
"152",0.06,0.334608488669098,46.6666666666667,1,"soybean","2016","monoculture",11,0.2475
"153",0.08,0.416106703117759,46.6666666666667,1,"soybean","2016","monoculture",11,0.276
"154",0.054,0.464372684158742,46.6666666666667,1,"soybean","2016","monoculture",7,0.3655
"155",0.055,0.480795442959917,46.6666666666667,1,"soybean","2016","monoculture",8.5,0.3375
"156",0.041,0.189881867610403,46.6666666666667,1,"soybean","2016","monoculture",4.5,0.2915
"157",0.038,0.215003559470744,46.6666666666667,1,"soybean","2016","monoculture",4,0.329
"158",0.049,0.41453650038717,46.6666666666667,1,"soybean","2016","monoculture",6,0.373
"159",0.057,0.371987209363433,46.6666666666667,1,"soybean","2016","monoculture",9,0.2885
"160",0.033,0.212675133054429,46.6666666666667,1,"soybean","2016","monoculture",4.5,0.3085
"161",0.03,0.215600455005901,55.5555555555556,1,"soybean","2016","monoculture",6,0.269
"162",0.09,0.394229637559228,55.5555555555556,1,"soybean","2016","monoculture",9,0.297
"163",0.25,0.268267795740714,55.5555555555556,1,"soybean","2016","monoculture",9,0.245
"164",0.04,0.316227507795585,55.5555555555556,1,"soybean","2016","monoculture",9,0.266
"165",0.05,0.384002463227644,55.5555555555556,1,"soybean","2016","monoculture",6,0.359
"166",0.036,0.33991264044522,55.5555555555556,1,"soybean","2016","monoculture",5,0.37
"167",0.038,0.386419840486501,55.5555555555556,1,"soybean","2016","monoculture",6.5,0.346
"168",0.033,0.267521428029116,55.5555555555556,1,"soybean","2016","monoculture",4.5,0.346
"169",0.046,0.323363935196371,55.5555555555556,1,"soybean","2016","monoculture",7,0.305
"170",0.031,0.185728490202655,55.5555555555556,1,"soybean","2016","monoculture",5,0.2735
"171",0.048,0.550172506728333,55.5555555555556,1,"soybean","2016","monoculture",9.5,0.3415
"172",0.05,0.604455053236891,38.2222222222222,1,"soybean","2016","monoculture",7,0.417
"173",0.06,0.379763735220806,38.2222222222222,1,"soybean","2016","monoculture",9,0.2915
"174",0.04,0.418484353552312,38.2222222222222,1,"soybean","2016","monoculture",9,0.306
"175",0.047,0.357065565862457,38.2222222222222,1,"soybean","2016","monoculture",7,0.3205
"176",0.052,0.45998231141476,38.2222222222222,1,"soybean","2016","monoculture",6.5,0.3775
"177",0.049,0.352583511056761,38.2222222222222,1,"soybean","2016","monoculture",6,0.344
"178",0.054,0.348495620835951,38.2222222222222,1,"soybean","2016","monoculture",6,0.342
"179",0.042,0.260171717240351,38.2222222222222,1,"soybean","2016","monoculture",6,0.2955
"180",0.054,0.537313244067166,38.2222222222222,1,"soybean","2016","monoculture",6.5,0.408
"181",0.045,0.33991264044522,38.2222222222222,1,"soybean","2016","monoculture",5,0.37
"182",0.08,0.449112245334255,33.7777777777778,1,"soybean","2016","monoculture",9,0.317
"183",0.04,0.367330356530803,33.7777777777778,1,"soybean","2016","monoculture",8.5,0.295
"184",0.05,0.352164330987199,33.7777777777778,1,"soybean","2016","monoculture",7.5,0.3075
"185",0.058,0.371695589643781,33.7777777777778,1,"soybean","2016","monoculture",7,0.327
"186",0.047,0.28540818237903,33.7777777777778,1,"soybean","2016","monoculture",6,0.3095
"187",0.058,0.45493514253335,33.7777777777778,1,"soybean","2016","monoculture",7.5,0.3495
"188",0.045,0.213202692866544,33.7777777777778,1,"soybean","2016","monoculture",6,0.2675
"189",0.041,0.248541006620763,33.7777777777778,1,"soybean","2016","monoculture",4.5,0.3335
"190",0.056,0.423392106109682,33.7777777777778,1,"soybean","2016","monoculture",7,0.349
"191",0.055,0.448002873765585,33.7777777777778,1,"soybean","2016","monoculture",7,0.359
"192",0.05,0.394189414149621,35.1111111111111,1,"soybean","2016","monoculture",8,0.315
"193",0.06,0.885026743049645,35.1111111111111,1,"soybean","2016","monoculture",9,0.445
"194",0.03,0.531954592053953,35.1111111111111,1,"soybean","2016","monoculture",9,0.345
"195",0.062,0.365932717193282,35.1111111111111,1,"soybean","2016","monoculture",8,0.3035
"196",0.059,0.420906696664206,35.1111111111111,1,"soybean","2016","monoculture",8,0.3255
"197",0.041,0.209926533397943,35.1111111111111,1,"soybean","2016","monoculture",4.5,0.3065
"198",0.05,0.406578224308609,35.1111111111111,1,"soybean","2016","monoculture",7,0.342
"199",0.045,0.276191807433314,35.1111111111111,1,"soybean","2016","monoculture",5.5,0.318
"200",0.055,0.5403400556401,35.1111111111111,1,"soybean","2016","monoculture",5,0.4665
"201",0.052,0.439501085072024,35.1111111111111,1,"soybean","2016","monoculture",6.5,0.369
"202",0.08,0.460517816591736,20,1,"soybean","2016","monoculture",9,0.321
"203",0.05,0.341685574126081,20,1,"soybean","2016","monoculture",9,0.2765
"204",0.07,0.552313348046141,20,1,"soybean","2016","monoculture",10,0.3335
"205",0.055,0.417117874942604,20,1,"soybean","2016","monoculture",9,0.3055
"206",0.063,0.441850678436913,20,1,"soybean","2016","monoculture",8,0.3335
"207",0.057,0.48622256167189,20,1,"soybean","2016","monoculture",7,0.374
"208",0.063,0.502068598715874,20,1,"soybean","2016","monoculture",8,0.3555
"209",0.061,0.460156737002716,20,1,"soybean","2016","monoculture",7.5,0.3515
"210",0.054,0.348208470384033,20,1,"soybean","2016","monoculture",7,0.3165
"211",0.043,0.267123166615475,20,1,"soybean","2016","monoculture",5,0.328
"212",0.08,0.544361279283877,17.3333333333333,1,"soybean","2016","monoculture",9,0.349
"213",0.08,0.432227848420043,17.3333333333333,1,"soybean","2016","monoculture",8.5,0.32
"214",0.04,0.463303163560702,17.3333333333333,1,"soybean","2016","monoculture",8,0.3415
"215",0.052,0.411380452488924,17.3333333333333,1,"soybean","2016","monoculture",6.5,0.357
"216",0.051,0.423475035855415,17.3333333333333,1,"soybean","2016","monoculture",6,0.377
"217",0.048,0.393689601041355,17.3333333333333,1,"soybean","2016","monoculture",6,0.3635
"218",0.051,0.311193436351562,17.3333333333333,1,"soybean","2016","monoculture",6.5,0.3105
"219",0.062,0.445834285743928,17.3333333333333,1,"soybean","2016","monoculture",8,0.335
"220",0.062,0.39669617676316,17.3333333333333,1,"soybean","2016","monoculture",8,0.316
"221",0.067,0.522743431253926,17.3333333333333,1,"soybean","2016","monoculture",9,0.342
"222",0.05,0.524482535060966,16,1,"soybean","2016","monoculture",8.5,0.3525
"223",0.08,0.600322097899761,16,1,"soybean","2016","monoculture",9,0.3665
"224",0.09,0.479726232727691,16,1,"soybean","2016","monoculture",8,0.3475
"225",0.042,0.199105877555166,16,1,"soybean","2016","monoculture",5.5,0.27
"226",0.05,0.341986691039668,16,1,"soybean","2016","monoculture",6.5,0.3255
"227",0.054,0.428258642086838,16,1,"soybean","2016","monoculture",7,0.351
"228",0.051,0.386419840486501,16,1,"soybean","2016","monoculture",6.5,0.346
"229",0.048,0.366033772302604,16,1,"soybean","2016","monoculture",6,0.3505
"230",0.067,0.446283198858555,16,1,"soybean","2016","monoculture",9,0.316
"231",0.052,0.336410720882883,16,1,"soybean","2016","monoculture",8,0.291
"232",0.07,0.524518227129676,23.5555555555556,1,"soybean","2016","monoculture",10,0.325
"233",0.04,0.378089125430096,23.5555555555556,1,"soybean","2016","monoculture",8,0.3085
"234",0.04,0.273742648715015,23.5555555555556,1,"soybean","2016","monoculture",8,0.2625
"235",0.055,0.461058163475424,23.5555555555556,1,"soybean","2016","monoculture",8.5,0.3305
"236",0.054,0.332951507656672,23.5555555555556,1,"soybean","2016","monoculture",8,0.2895
"237",0.06,0.525971484021222,23.5555555555556,1,"soybean","2016","monoculture",8.5,0.353
"238",0.055,0.331802409263699,23.5555555555556,1,"soybean","2016","monoculture",8,0.289
"239",0.048,0.394776874564006,23.5555555555556,1,"soybean","2016","monoculture",7,0.337
"240",0.046,0.264021494807994,23.5555555555556,1,"soybean","2016","monoculture",6.5,0.286
"241",0.062,0.603114024624002,23.5555555555556,1,"soybean","2016","monoculture",10,0.3485
"242",0.07,0.544361279283877,11.5555555555556,1,"soybean","2016","monoculture",9,0.349
"243",0.08,0.505987836152885,11.5555555555556,1,"soybean","2016","monoculture",9.5,0.3275
"244",0.08,0.430883219563702,11.5555555555556,1,"soybean","2016","monoculture",9,0.3105
"245",0.05,0.285333942876114,11.5555555555556,1,"soybean","2016","monoculture",8,0.268
"246",0.045,0.300139819928143,11.5555555555556,1,"soybean","2016","monoculture",5.5,0.3315
"247",0.054,0.452513358079922,11.5555555555556,1,"soybean","2016","monoculture",8,0.3375
"248",0.058,0.439204871938312,11.5555555555556,1,"soybean","2016","monoculture",8,0.3325
"249",0.06,0.489657442218216,11.5555555555556,1,"soybean","2016","monoculture",9,0.331
"250",0.051,0.361385920078605,11.5555555555556,1,"soybean","2016","monoculture",7.5,0.3115
"251",0.048,0.435921201616991,11.5555555555556,1,"soybean","2016","monoculture",6,0.3825
"252",0.05,0.479726232727691,14.6666666666667,1,"soybean","2016","monoculture",8,0.3475
"253",0.07,0.47284852627018,14.6666666666667,1,"soybean","2016","monoculture",8,0.345
"254",0.08,0.373080503982893,14.6666666666667,1,"soybean","2016","monoculture",7.5,0.3165
"255",0.062,0.540924412396337,14.6666666666667,1,"soybean","2016","monoculture",8,0.369
"256",0.042,0.193966840392554,14.6666666666667,1,"soybean","2016","monoculture",5,0.2795
"257",0.052,0.466055984192269,14.6666666666667,1,"soybean","2016","monoculture",6,0.3955
"258",0.044,0.239470069095895,14.6666666666667,1,"soybean","2016","monoculture",6,0.2835
"259",0.047,0.329403653953734,14.6666666666667,1,"soybean","2016","monoculture",6,0.3325
"260",0.056,0.334052933860481,14.6666666666667,1,"soybean","2016","monoculture",7,0.31
"261",0.056,0.503270211004724,14.6666666666667,1,"soybean","2016","monoculture",7,0.3805
"262",0.06,0.493630621233851,24.8888888888889,1,"soybean","2016","monoculture",8,0.3525
"263",0.08,0.488179231915154,24.8888888888889,1,"soybean","2016","monoculture",9,0.3305
"264",0.07,0.381774781554836,24.8888888888889,1,"soybean","2016","monoculture",8,0.31
"265",0.053,0.263720653499251,24.8888888888889,1,"soybean","2016","monoculture",8,0.25765
"266",0.046,0.280035377684659,24.8888888888889,1,"soybean","2016","monoculture",8,0.2655
"267",0.056,0.389199725017125,24.8888888888889,1,"soybean","2016","monoculture",8,0.313
"268",0.055,0.369558783081567,24.8888888888889,1,"soybean","2016","monoculture",8,0.305
"269",0.059,0.507733643861527,24.8888888888889,1,"soybean","2016","monoculture",8,0.3575
"270",0.064,0.54592217104002,24.8888888888889,1,"soybean","2016","monoculture",9,0.3495
"271",0.055,0.477164721584409,24.8888888888889,1,"soybean","2016","monoculture",7,0.3705
"272",0.05,0.527811580864421,8.88888888888889,1,"soybean","2016","monoculture",8,0.3645
"273",0.11,0.522995696588252,8.88888888888889,1,"soybean","2016","monoculture",8.5,0.352
"274",0.06,0.518547844095355,8.88888888888889,1,"soybean","2016","monoculture",8.5,0.3505
"275",0.042,0.242632076017786,8.88888888888889,1,"soybean","2016","monoculture",4,0.3495
"276",0.049,0.353609208001743,8.88888888888889,1,"soybean","2016","monoculture",6,0.3445
"277",0.042,0.312910814551562,8.88888888888889,1,"soybean","2016","monoculture",5,0.355
"278",0.047,0.441375942886488,8.88888888888889,1,"soybean","2016","monoculture",5.5,0.402
"279",0.057,0.402997844268273,8.88888888888889,1,"soybean","2016","monoculture",8,0.3185
"280",0.043,0.266309387448887,8.88888888888889,1,"soybean","2016","monoculture",5,0.3275
"281",0.044,0.192226184756439,8.88888888888889,1,"soybean","2016","monoculture",6,0.254
"282",0.06,0.261704676073155,16,1,"soybean","2016","monoculture",8.5,0.249
"283",0.05,0.343061922368702,16,1,"soybean","2016","monoculture",7.5,0.3035
"284",0.08,0.276985350748772,16,1,"soybean","2016","monoculture",5,0.334
"285",0.06,0.419614581703741,16,1,"soybean","2016","monoculture",8,0.325
"286",0.06,0.529260616780884,16,1,"soybean","2016","monoculture",8,0.365
"287",0.055,0.509154871000978,16,1,"soybean","2016","monoculture",8,0.358
"288",0.055,0.534150988852622,16,1,"soybean","2016","monoculture",7,0.392
"289",0.051,0.358180524015794,16,1,"soybean","2016","monoculture",7,0.321
"290",0.063,0.534949498021119,16,1,"soybean","2016","monoculture",8.5,0.356
"291",0.054,0.434380918150957,16,1,"soybean","2016","monoculture",7,0.3535
"292",0.05,0.42739706658476,19.1111111111111,1,"soybean","2016","monoculture",8,0.328
"293",0.08,0.375865416439718,19.1111111111111,1,"soybean","2016","monoculture",9,0.29
"294",0.08,0.401937386352026,19.1111111111111,1,"soybean","2016","monoculture",10,0.2845
"295",0.038,0.369425698220151,19.1111111111111,1,"soybean","2016","monoculture",7,0.326
"296",0.057,0.5258048796518,19.1111111111111,1,"soybean","2016","monoculture",9,0.343
"297",0.056,0.381774781554836,19.1111111111111,1,"soybean","2016","monoculture",8,0.31
"298",0.057,0.660737659129631,19.1111111111111,1,"soybean","2016","monoculture",9,0.3845
"299",0.058,0.51969092139152,19.1111111111111,1,"soybean","2016","monoculture",9,0.341
"300",0.055,0.517924567465934,19.1111111111111,1,"soybean","2016","monoculture",7,0.386
"301",0.054,0.496435335029665,19.1111111111111,1,"soybean","2016","monoculture",8,0.3535
"302",0.07,0.548558976929989,19.1111111111111,1,"soybean","2016","monoculture",8.5,0.3605
"303",0.06,0.478346718753759,19.1111111111111,1,"soybean","2016","monoculture",8,0.347
"304",0.03,0.403131674007645,19.1111111111111,1,"soybean","2016","monoculture",7.5,0.329
"305",0.043,0.295530328918863,19.1111111111111,1,"soybean","2016","monoculture",5,0.345
"306",0.051,0.384241817344071,19.1111111111111,1,"soybean","2016","monoculture",8,0.311
"307",0.057,0.471478944002323,19.1111111111111,1,"soybean","2016","monoculture",8,0.3445
"308",0.053,0.433152986841006,19.1111111111111,1,"soybean","2016","monoculture",7,0.353
"309",0.054,0.490130563866403,19.1111111111111,1,"soybean","2016","monoculture",7,0.3755
"310",0.054,0.346202203683553,19.1111111111111,1,"soybean","2016","monoculture",6.5,0.3275
"311",0.049,0.347892269691844,19.1111111111111,1,"soybean","2016","monoculture",9,0.279
"312",0.04,0.392656207024165,21.7777777777778,1,"soybean","2016","monoculture",8.5,0.305
"313",0.03,0.318168163162801,21.7777777777778,1,"soybean","2016","monoculture",8,0.283
"314",0.04,0.351643102637706,21.7777777777778,1,"soybean","2016","monoculture",9,0.2805
"315",0.053,0.402997844268273,21.7777777777778,1,"soybean","2016","monoculture",8,0.3185
"316",0.051,0.296385945397295,21.7777777777778,1,"soybean","2016","monoculture",7,0.292
"317",0.051,0.366033772302604,21.7777777777778,1,"soybean","2016","monoculture",6,0.3505
